This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201810 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197410,     60.69,    145.98,    198.15,     49.13,    114.71,    157.35,    151.85,    212.19,     33.60,     70.27,     98.04,    131.13,    195.91,    115.29,    136.47,    165.82,    201.00,    220.96
197411,     70.62,    171.01,    231.50,     57.85,    129.45,    184.52,    179.66,    248.27,     39.23,     83.10,    111.72,    146.91,    229.05,    135.97,    165.14,    192.90,    235.42,    258.38
197412,     69.63,    163.71,    218.53,     56.99,    124.63,    176.80,    172.80,    232.99,     38.96,     81.27,    110.30,    138.74,    218.63,    131.03,    159.37,    185.11,    218.33,    244.53
197501,     67.03,    162.02,    209.82,     55.27,    120.88,    176.26,    166.49,    224.26,     37.52,     78.88,    104.62,    136.90,    218.31,    130.07,    155.63,    176.46,    210.92,    234.76
197502,     78.17,    182.87,    238.71,     64.07,    143.12,    196.32,    188.37,    254.74,     43.42,     91.55,    123.10,    162.83,    240.68,    147.43,    173.79,    201.75,    235.55,    269.92
197503,     81.13,    188.13,    257.93,     66.08,    147.36,    201.28,    199.32,    276.41,     44.84,     94.23,    128.99,    165.45,    247.08,    150.81,    181.82,    215.32,    257.93,    291.03
197504,     84.12,    194.02,    264.71,     67.62,    155.07,    205.56,    207.28,    282.47,     46.04,     96.17,    136.49,    173.37,    248.33,    158.09,    189.17,    223.84,    265.22,    296.14
197505,     87.40,    200.91,    279.33,     69.65,    159.09,    212.99,    216.52,    300.19,     47.78,     98.65,    143.91,    173.97,    256.65,    164.36,    200.34,    231.31,    289.48,    308.68
197506,     93.09,    212.11,    293.29,     75.09,    167.97,    224.14,    225.15,    317.53,     51.57,    106.16,    150.21,    185.26,    268.70,    174.14,    211.65,    237.52,    306.62,    326.19
197507,     92.59,    223.63,    270.89,     67.65,    146.52,    229.51,    271.51,    283.43,     36.69,    118.10,    166.64,    125.43,    284.40,    181.00,    305.42,    239.36,    268.90,    293.99
197508,     86.36,    210.93,    252.81,     63.82,    136.67,    219.30,    251.67,    264.66,     34.43,    111.63,    153.24,    119.31,    275.45,    169.85,    281.84,    222.99,    250.36,    275.03
197509,     83.13,    204.21,    247.39,     60.81,    133.57,    211.10,    244.22,    259.74,     32.42,    106.85,    149.19,    117.20,    264.15,    164.38,    273.51,    216.38,    244.72,    270.68
197510,     79.53,    196.56,    238.97,     58.40,    127.98,    205.63,    230.37,    252.99,     30.92,    102.84,    141.83,    113.46,    259.08,    158.40,    258.32,    203.87,    234.23,    266.72
197511,     84.47,    210.19,    250.68,     61.51,    136.93,    219.59,    247.83,    262.79,     32.55,    108.12,    152.14,    120.98,    279.34,    166.65,    276.84,    220.26,    241.37,    278.46
197512,     87.99,    216.19,    256.82,     63.83,    142.28,    225.84,    254.73,    269.23,     34.09,    111.52,    159.52,    124.32,    288.93,    169.97,    285.24,    225.81,    249.36,    283.82
197601,     86.64,    214.58,    253.33,     63.24,    139.65,    225.72,    250.82,    265.73,     33.94,    109.99,    156.10,    122.56,    289.68,    168.73,    280.78,    222.34,    244.80,    281.15
197602,     97.71,    242.12,    284.11,     71.46,    158.14,    252.73,    282.67,    298.39,     39.02,    123.28,    175.72,    139.88,    320.82,    192.49,    318.70,    248.43,    273.73,    316.60
197603,    100.56,    242.31,    281.91,     73.61,    161.51,    253.42,    279.88,    296.54,     41.67,    124.65,    180.49,    141.79,    325.23,    189.88,    316.06,    245.50,    270.00,    316.16
197604,    103.95,    246.16,    292.48,     75.96,    166.45,    259.49,    285.90,    306.73,     42.94,    129.16,    186.71,    145.39,    332.94,    194.73,    316.07,    257.15,    278.65,    327.64
197605,    101.51,    246.47,    287.82,     74.79,    162.98,    260.90,    281.27,    303.39,     41.59,    128.16,    180.17,    145.05,    334.66,    195.46,    314.92,    249.30,    275.99,    323.78
197606,     98.16,    240.56,    288.34,     72.51,    158.60,    254.16,    276.35,    305.00,     39.74,    125.18,    173.92,    142.63,    323.22,    192.89,    307.17,    246.98,    273.23,    328.63
197607,     98.10,    228.20,    316.70,     76.45,    188.68,    235.23,    300.36,    300.94,     39.51,    138.83,    169.20,    207.50,    252.27,    218.40,    234.85,    355.48,    245.41,    342.39
197608,     98.41,    227.39,    314.54,     77.14,    187.96,    234.66,    298.04,    298.92,     41.13,    137.68,    168.01,    207.34,    253.55,    215.95,    232.77,    352.77,    244.31,    339.82
197609,     98.38,    227.04,    311.40,     77.60,    187.64,    234.05,    296.57,    295.23,     40.81,    139.05,    166.10,    208.56,    256.46,    211.90,    231.36,    350.89,    238.07,    338.01
197610,    100.30,    232.10,    320.19,     78.64,    192.77,    238.86,    303.15,    304.33,     41.40,    140.90,    170.76,    214.21,    262.26,    215.74,    236.30,    358.99,    243.42,    349.80
197611,     98.30,    228.10,    312.27,     77.16,    188.64,    235.90,    297.04,    295.67,     40.65,    138.25,    166.71,    210.08,    259.55,    212.55,    230.06,    352.96,    237.73,    338.80
197612,    100.32,    228.75,    309.41,     79.23,    190.89,    235.55,    295.71,    292.93,     41.76,    141.61,    168.63,    212.58,    264.10,    207.52,    231.03,    349.82,    242.01,    330.61
197701,    106.42,    242.60,    328.08,     83.55,    203.17,    250.62,    312.04,    311.19,     43.59,    149.55,    180.33,    225.34,    274.69,    226.91,    243.40,    369.61,    257.90,    350.29
197702,    102.37,    234.99,    313.15,     80.13,    197.90,    243.55,    294.18,    299.31,     42.00,    142.89,    174.10,    221.02,    269.11,    218.45,    231.03,    347.26,    243.22,    340.32
197703,    100.39,    230.39,    305.98,     78.74,    191.94,    241.16,    286.57,    292.97,     41.04,    140.60,    170.10,    213.16,    268.03,    214.88,    225.19,    337.98,    237.54,    333.58
197704,    100.02,    227.20,    302.19,     78.50,    189.55,    238.82,    279.71,    291.20,     40.93,    139.94,    169.14,    209.37,    266.73,    211.51,    220.77,    329.38,    236.54,    331.13
197705,    102.91,    228.49,    302.32,     80.93,    192.34,    240.45,    279.56,    291.46,     42.82,    143.18,    173.31,    210.83,    266.22,    215.16,    221.12,    329.09,    240.78,    328.30
197706,    100.70,    226.32,    295.89,     79.27,    189.01,    239.07,    273.51,    285.94,     41.98,    139.88,    169.59,    207.75,    265.01,    213.53,    218.22,    320.38,    239.60,    319.60
197707,    114.99,    248.74,    280.13,     97.77,    182.98,    233.87,    275.69,    306.14,     50.24,    183.28,    175.51,    189.43,    290.55,    176.47,    336.10,    220.95,    356.70,    269.45
197708,    112.78,    246.24,    277.63,     94.92,    183.24,    231.85,    272.41,    302.79,     48.36,    178.78,    175.66,    189.79,    287.90,    175.09,    329.58,    220.18,    351.25,    267.67
197709,    110.41,    241.93,    273.06,     93.45,    177.71,    226.35,    271.68,    296.46,     46.72,    177.46,    170.11,    184.29,    280.16,    171.86,    328.88,    219.44,    342.30,    263.44
197710,    109.55,    242.68,    274.22,     92.10,    178.34,    228.73,    271.01,    297.80,     45.89,    174.65,    170.72,    184.94,    284.66,    171.73,    326.38,    220.32,    343.72,    264.62
197711,    105.61,    232.00,    263.98,     88.56,    171.54,    218.49,    259.81,    286.83,     43.71,    168.42,    165.49,    176.78,    271.52,    164.61,    312.18,    211.86,    329.85,    255.90
197712,    110.62,    241.15,    272.92,     93.03,    179.40,    227.08,    269.43,    295.79,     46.46,    175.78,    172.58,    185.29,    279.56,    173.42,    322.57,    220.93,    341.52,    263.06
197801,    110.76,    242.88,    276.66,     93.14,    179.87,    229.60,    271.09,    300.28,     46.71,    176.27,    172.77,    185.98,    284.49,    173.99,    323.76,    222.63,    347.84,    266.45
197802,    105.63,    229.16,    260.32,     88.83,    171.52,    217.80,    253.12,    282.92,     44.67,    168.33,    164.62,    177.43,    270.58,    164.15,    301.77,    208.50,    325.97,    252.29
197803,    103.77,    226.88,    255.11,     87.14,    169.73,    217.70,    248.15,    276.50,     43.82,    165.66,    162.17,    176.23,    271.24,    162.94,    294.18,    205.94,    317.94,    247.03
197804,    107.41,    235.19,    262.21,     90.09,    175.84,    224.85,    257.81,    283.68,     46.38,    169.28,    168.25,    182.38,    279.41,    168.67,    306.84,    213.00,    327.24,    252.37
197805,    114.76,    254.92,    288.77,     97.46,    186.45,    239.86,    284.39,    313.40,     50.74,    181.95,    175.52,    195.92,    296.23,    181.41,    341.00,    232.67,    358.14,    280.76
197806,    117.53,    259.39,    294.59,    100.18,    190.32,    243.12,    290.67,    319.26,     52.14,    187.41,    178.73,    200.32,    296.12,    187.98,    347.15,    238.91,    364.46,    285.75
197807,    113.88,    260.27,    291.65,     97.20,    237.02,    208.78,    320.33,    266.36,     47.48,    196.65,    159.66,    331.39,    206.36,    211.18,    289.67,    352.91,    244.83,    283.79
197808,    120.04,    274.79,    309.85,    101.92,    249.42,    219.73,    340.23,    284.22,     50.46,    203.92,    170.05,    345.83,    217.45,    221.99,    310.53,    371.53,    258.14,    305.37
197809,    123.45,    284.43,    324.70,    105.45,    257.12,    227.56,    354.71,    297.24,     53.21,    208.38,    173.19,    358.85,    224.11,    231.02,    320.46,    390.92,    270.07,    319.32
197810,    123.01,    282.00,    321.32,    105.44,    256.25,    225.15,    352.65,    291.69,     54.52,    205.44,    171.19,    359.70,    221.11,    229.19,    314.94,    392.52,    268.04,    310.84
197811,    106.60,    251.81,    286.69,     90.74,    230.91,    197.72,    316.05,    258.89,     45.46,    180.22,    149.99,    329.05,    193.78,    201.67,    280.46,    353.46,    235.76,    277.55
197812,    110.45,    258.87,    294.94,     93.56,    238.22,    203.37,    324.86,    266.74,     46.70,    185.72,    156.48,    337.41,    198.77,    208.00,    289.10,    362.24,    241.60,    287.26
197901,    110.25,    261.69,    303.94,     92.88,    239.54,    206.69,    328.38,    277.84,     46.74,    183.75,    157.61,    339.15,    201.58,    211.79,    292.34,    365.95,    251.11,    299.62
197902,    118.20,    272.79,    317.00,    101.23,    250.95,    216.35,    340.28,    290.19,     52.14,    198.36,    164.58,    356.16,    211.18,    221.50,    301.69,    380.76,    258.55,    316.21
197903,    114.37,    262.94,    304.55,     98.44,    242.56,    207.51,    327.00,    279.07,     50.89,    192.65,    157.95,    345.39,    202.90,    212.13,    290.78,    364.98,    248.70,    304.02
197904,    122.01,    278.87,    325.49,    105.19,    253.24,    223.34,    347.76,    299.10,     55.51,    203.46,    167.96,    356.59,    219.17,    227.45,    309.45,    387.94,    265.92,    326.35
197905,    120.88,    281.07,    329.48,    104.42,    249.27,    226.52,    353.07,    303.62,     55.38,    201.72,    165.64,    351.31,    221.03,    231.94,    316.98,    390.71,    269.89,    331.31
197906,    119.71,    275.47,    322.36,    103.57,    245.99,    222.15,    342.03,    298.75,     55.52,    198.14,    163.10,    348.20,    217.17,    227.03,    307.65,    377.69,    267.32,    324.50
197907,    124.37,    293.93,    315.05,    105.43,    258.59,    276.32,    314.32,    306.65,     70.13,    165.45,    187.28,    329.00,    280.20,    273.07,    293.25,    334.64,    345.79,    278.44
197908,    127.05,    301.10,    318.77,    107.52,    263.59,    281.46,    324.00,    308.82,     72.06,    167.35,    191.61,    335.58,    284.66,    278.77,    305.30,    341.96,    350.23,    278.72
197909,    132.75,    319.36,    337.24,    112.50,    271.90,    303.67,    344.26,    326.09,     76.12,    174.63,    199.00,    345.27,    304.47,    303.00,    324.50,    363.17,    370.70,    293.50
197910,    131.32,    318.49,    338.87,    110.35,    270.06,    305.02,    343.80,    328.06,     75.15,    170.19,    199.71,    340.85,    305.58,    304.56,    322.74,    364.03,    378.61,    291.17
197911,    120.25,    296.50,    316.47,    101.04,    250.32,    283.34,    321.01,    306.49,     67.49,    158.17,    183.05,    317.58,    283.05,    283.58,    301.49,    339.64,    359.78,    267.46
197912,    128.11,    312.74,    333.21,    107.56,    262.89,    301.22,    337.39,    323.37,     71.38,    169.11,    195.16,    330.85,    302.32,    300.28,    317.58,    356.06,    380.93,    281.26
198001,    131.62,    322.78,    341.37,    110.08,    268.65,    311.79,    346.68,    333.07,     74.89,    170.14,    201.94,    335.79,    312.63,    311.08,    331.67,    360.63,    393.26,    288.85
198002,    139.94,    341.82,    362.62,    116.84,    278.85,    335.26,    368.15,    354.26,     81.00,    177.59,    214.84,    343.49,    331.43,    338.50,    353.30,    381.96,    414.64,    309.84
198003,    138.29,    336.07,    361.46,    115.20,    277.58,    331.60,    358.17,    355.18,     81.27,    172.32,    213.08,    342.29,    326.52,    335.90,    338.77,    375.97,    434.25,    297.21
198004,    120.00,    301.28,    320.31,    100.08,    249.85,    292.12,    324.32,    310.71,     67.47,    154.73,    184.04,    316.54,    289.56,    294.28,    304.43,    342.49,    378.93,    260.57
198005,    127.51,    316.54,    334.76,    105.78,    266.44,    307.84,    340.41,    321.68,     70.64,    164.31,    196.95,    336.85,    308.99,    306.87,    313.61,    364.99,    398.19,    265.84
198006,    135.27,    333.97,    352.07,    112.72,    279.80,    324.59,    361.89,    336.24,     75.40,    174.23,    206.67,    354.39,    325.90,    323.50,    332.40,    388.74,    417.26,    276.98
198007,    134.90,    334.25,    364.02,    106.48,    273.18,    342.76,    382.34,    338.81,     66.16,    194.14,    232.36,    311.87,    280.63,    402.64,    341.03,    423.04,    399.68,    283.30
198008,    141.61,    355.59,    396.49,    110.86,    287.67,    365.01,    414.66,    368.97,     69.96,    199.79,    246.85,    326.24,    297.10,    430.22,    367.72,    461.46,    436.74,    307.03
198009,    142.75,    363.32,    405.66,    111.59,    292.67,    372.73,    420.43,    379.93,     71.08,    198.84,    248.38,    334.90,    300.18,    442.37,    374.46,    466.13,    446.89,    319.08
198010,    145.47,    373.25,    419.68,    112.81,    297.17,    382.17,    439.22,    392.57,     71.19,    202.36,    256.81,    335.39,    308.30,    452.85,    394.58,    483.59,    454.36,    336.42
198011,    144.89,    377.61,    435.33,    111.27,    297.11,    389.33,    447.37,    410.23,     69.50,    201.06,    258.76,    333.44,    316.19,    458.81,    400.21,    494.54,    470.24,    355.44
198012,    152.72,    418.47,    486.88,    116.66,    307.44,    446.70,    501.31,    457.16,     73.42,    209.38,    273.88,    339.42,    354.18,    535.18,    445.58,    557.55,    512.31,    406.69
198101,    150.81,    407.44,    468.80,    114.83,    303.76,    433.40,    480.59,    443.45,     71.15,    207.68,    271.46,    334.44,    342.11,    521.00,    432.69,    528.80,    504.72,    387.99
198102,    149.99,    390.98,    444.16,    115.36,    303.79,    407.56,    457.79,    418.48,     73.25,    204.67,    265.56,    340.10,    325.82,    485.72,    411.31,    504.27,    487.54,    356.39
198103,    150.76,    400.66,    447.91,    115.23,    306.96,    416.06,    475.19,    417.10,     73.61,    203.23,    269.57,    342.45,    333.40,    495.35,    430.22,    520.30,    484.11,    356.86
198104,    163.26,    416.63,    459.44,    125.54,    326.44,    427.84,    495.32,    424.53,     79.79,    220.87,    288.10,    362.95,    346.53,    507.19,    449.39,    541.25,    490.65,    365.11
198105,    162.05,    413.24,    451.81,    124.94,    328.56,    423.66,    482.88,    418.71,     79.75,    219.71,    284.24,    370.76,    342.93,    502.43,    436.47,    529.44,    482.30,    361.27
198106,    163.49,    416.41,    453.31,    125.42,    334.28,    426.12,    485.26,    419.08,     81.67,    216.66,    288.02,    378.33,    346.12,    504.18,    436.70,    534.13,    482.31,    361.67
198107,    158.03,    385.07,    429.94,    127.59,    335.68,    351.60,    488.15,    389.09,     66.25,    272.05,    264.55,    404.27,    296.38,    407.16,    438.43,    531.64,    424.71,    365.17
198108,    153.59,    382.20,    435.51,    125.03,    327.30,    349.18,    494.24,    392.31,     64.63,    266.55,    253.53,    398.22,    294.95,    403.24,    438.05,    543.65,    418.44,    374.84
198109,    143.87,    356.77,    406.72,    116.99,    307.31,    329.56,    455.23,    366.99,     59.56,    250.76,    237.56,    374.35,    277.91,    381.36,    397.81,    505.57,    392.82,    349.53
198110,    135.63,    340.15,    373.58,    110.31,    298.26,    309.74,    426.08,    334.13,     55.07,    238.39,    223.87,    369.32,    259.05,    360.58,    374.42,    471.35,    368.64,    310.68
198111,    139.86,    360.97,    400.38,    112.95,    313.17,    325.43,    462.39,    356.44,     56.69,    242.72,    233.58,    389.41,    270.64,    380.39,    408.01,    510.15,    392.50,    331.88
198112,    146.52,    373.51,    414.94,    118.35,    326.27,    337.82,    479.87,    367.63,     58.75,    255.88,    245.30,    403.81,    280.05,    395.59,    418.67,    534.29,    397.82,    347.10
198201,    141.42,    364.56,    402.11,    114.70,    317.29,    329.61,    464.48,    357.13,     56.53,    248.83,    234.82,    396.00,    274.39,    384.67,    406.79,    516.08,    385.50,    337.68
198202,    139.94,    355.07,    393.51,    113.78,    315.02,    318.45,    449.75,    350.61,     56.12,    246.93,    230.92,    395.28,    264.33,    372.56,    391.27,    501.70,    373.81,    334.65
198203,    138.04,    332.61,    363.95,    112.40,    299.61,    301.28,    415.09,    324.52,     54.75,    243.77,    226.69,    369.19,    247.54,    355.03,    360.78,    463.63,    355.99,    302.95
198204,    136.48,    330.50,    358.28,    112.01,    298.42,    296.73,    411.29,    318.56,     55.41,    239.66,    220.78,    372.27,    242.05,    351.75,    357.83,    459.53,    355.55,    293.16
198205,    142.22,    343.68,    378.01,    116.58,    307.41,    308.84,    431.50,    338.42,     57.64,    249.20,    230.64,    380.18,    254.81,    362.71,    379.17,    478.85,    372.25,    315.16
198206,    135.99,    330.09,    366.44,    112.70,    290.13,    297.97,    420.28,    326.53,     55.94,    241.69,    216.44,    359.51,    243.25,    352.51,    367.46,    468.06,    356.89,    305.63
198207,    110.66,    374.61,    336.11,     85.08,    256.14,    360.67,    437.49,    310.88,     43.04,    194.97,    206.80,    312.85,    390.22,    332.21,    481.56,    398.75,    342.63,    288.65
198208,    107.86,    365.39,    330.24,     82.76,    251.20,    350.15,    425.10,    308.62,     42.12,    188.74,    202.56,    306.81,    380.88,    320.38,    471.72,    383.98,    337.76,    288.22
198209,    122.72,    406.32,    364.77,     93.78,    285.67,    387.01,    472.21,    339.36,     47.91,    213.31,    230.98,    348.02,    420.78,    354.39,    523.39,    427.40,    375.02,    314.36
198210,    124.03,    411.93,    374.58,     94.46,    287.98,    392.09,    482.92,    348.68,     48.71,    212.27,    233.72,    350.25,    426.19,    359.07,    533.73,    438.29,    380.05,    326.73
198211,    139.53,    458.53,    420.75,    107.01,    323.21,    434.14,    532.26,    396.27,     58.21,    230.63,    258.73,    397.48,    462.96,    406.31,    591.32,    480.59,    437.05,    367.88
198212,    147.91,    472.14,    444.57,    114.10,    338.25,    445.12,    550.80,    421.92,     63.14,    242.63,    272.88,    413.18,    478.10,    413.18,    608.94,    499.95,    464.94,    391.99
198301,    150.15,    477.37,    453.00,    116.83,    339.73,    446.62,    559.34,    433.33,     65.37,    246.35,    272.10,    417.28,    478.19,    415.61,    625.77,    501.33,    468.96,    408.46
198302,    156.36,    500.60,    467.78,    121.94,    352.38,    473.55,    576.44,    448.76,     68.87,    254.84,    282.25,    432.87,    520.72,    427.61,    647.91,    514.27,    484.40,    423.93
198303,    163.68,    511.13,    482.01,    127.52,    364.72,    481.36,    592.45,    462.35,     71.74,    267.22,    295.61,    444.60,    524.20,    439.52,    663.77,    530.23,    498.67,    437.08
198304,    170.76,    525.15,    501.40,    133.48,    376.21,    495.99,    610.38,    480.95,     77.05,    273.35,    306.20,    457.16,    536.46,    456.47,    677.64,    551.50,    518.97,    454.61
198305,    184.05,    562.89,    539.82,    145.75,    399.40,    535.17,    648.41,    521.11,     86.89,    290.31,    322.68,    487.35,    575.81,    495.60,    720.47,    585.56,    551.68,    499.83
198306,    190.32,    561.18,    541.25,    151.13,    402.90,    537.28,    639.49,    526.20,     89.57,    301.94,    331.17,    484.64,    568.74,    506.47,    710.38,    577.92,    563.09,    500.40
198307,    176.81,    576.77,    565.45,    126.23,    407.33,    614.89,    656.83,    526.86,     68.52,    241.30,    386.53,    429.96,    635.72,    592.63,    645.15,    669.63,    539.52,    519.00
198308,    173.11,    558.77,    545.47,    122.30,    400.55,    597.89,    629.87,    509.39,     66.15,    233.43,    383.10,    419.41,    618.08,    576.50,    617.92,    643.07,    520.57,    502.50
198309,    171.83,    565.69,    541.78,    122.56,    399.75,    609.09,    628.19,    504.00,     64.67,    236.50,    374.34,    427.49,    630.80,    586.08,    614.20,    643.58,    522.32,    492.77
198310,    174.34,    574.91,    551.77,    123.17,    410.49,    613.03,    643.92,    513.20,     63.91,    239.70,    385.25,    437.97,    639.93,    584.53,    633.20,    655.65,    527.03,    504.71
198311,    171.60,    560.65,    537.08,    118.75,    408.36,    597.69,    629.89,    496.33,     59.84,    233.73,    387.91,    430.62,    619.23,    574.93,    614.37,    646.94,    514.49,    485.14
198312,    176.06,    571.97,    549.07,    123.27,    415.50,    604.99,    651.34,    504.23,     63.89,    238.67,    392.44,    440.63,    624.07,    584.83,    634.52,    669.75,    529.32,    488.73
198401,    172.94,    565.34,    550.81,    121.33,    408.09,    596.90,    648.21,    506.51,     63.57,    231.49,    382.59,    436.07,    617.44,    575.34,    628.21,    670.11,    535.62,    488.62
198402,    169.82,    568.89,    529.21,    119.57,    401.40,    607.26,    641.93,    481.09,     63.81,    225.18,    373.98,    431.29,    635.11,    578.18,    626.25,    659.18,    500.61,    469.09
198403,    160.35,    548.50,    507.21,    113.40,    380.90,    587.08,    614.63,    462.16,     59.57,    215.12,    350.50,    414.07,    613.88,    559.17,    602.23,    628.26,    484.58,    448.34
198404,    165.30,    549.68,    513.94,    117.71,    385.62,    588.66,    616.63,    469.92,     61.47,    223.81,    357.37,    416.25,    606.49,    570.03,    601.95,    632.90,    491.52,    456.58
198405,    161.39,    558.81,    519.76,    113.99,    384.61,    600.52,    622.62,    476.46,     58.44,    218.27,    351.42,    420.62,    613.35,    587.08,    610.18,    636.31,    502.20,    460.53
198406,    150.98,    520.81,    494.88,    105.67,    364.16,    546.76,    599.87,    450.66,     53.27,    202.52,    330.62,    400.80,    579.51,    512.74,    586.70,    614.31,    474.43,    436.11
198407,    132.97,    482.52,    462.39,     93.45,    367.13,    387.73,    603.08,    446.31,     54.73,    179.50,    287.50,    462.25,    416.13,    362.39,    717.79,    500.83,    552.32,    383.96
198408,    126.02,    470.72,    459.55,     88.30,    355.97,    377.50,    590.52,    445.43,     50.11,    172.90,    273.71,    453.49,    408.85,    349.60,    699.67,    493.26,    552.86,    382.74
198409,    143.23,    521.69,    509.25,    101.44,    396.00,    417.39,    652.07,    495.88,     58.05,    195.46,    305.34,    503.31,    450.86,    387.47,    776.27,    541.12,    612.85,    427.53
198410,    142.36,    520.16,    509.10,    100.27,    396.27,    412.57,    655.05,    494.55,     56.53,    193.57,    305.13,    503.97,    440.32,    387.92,    780.19,    543.69,    610.21,    427.11
198411,    141.76,    517.79,    512.05,     98.46,    394.73,    408.30,    661.57,    496.08,     55.73,    188.29,    307.45,    498.00,    435.92,    383.86,    787.26,    550.18,    615.70,    426.57
198412,    140.85,    512.43,    502.48,     97.65,    392.35,    406.17,    648.90,    486.07,     53.81,    189.38,    304.65,    496.50,    436.82,    379.19,    769.69,    541.54,    609.04,    415.42
198501,    144.75,    526.09,    515.31,     99.78,    401.92,    415.33,    664.21,    501.89,     54.83,    192.69,    312.79,    508.09,    446.84,    387.55,    796.48,    547.11,    625.31,    430.64
198502,    159.77,    567.66,    561.26,    110.55,    440.09,    445.01,    714.69,    551.58,     61.77,    211.73,    345.55,    551.34,    475.50,    418.07,    862.09,    584.25,    677.40,    478.80
198503,    160.67,    577.64,    572.15,    111.32,    442.66,    452.94,    736.05,    557.90,     62.33,    212.29,    346.40,    556.02,    480.43,    428.60,    883.98,    606.07,    683.84,    484.90
198504,    160.08,    580.93,    566.98,    110.61,    440.51,    454.58,    741.22,    550.95,     61.72,    210.99,    344.57,    554.29,    484.11,    428.51,    896.74,    605.02,    673.87,    479.42
198505,    159.31,    580.87,    568.44,    110.05,    438.73,    458.68,    736.85,    552.68,     60.61,    210.46,    341.41,    554.19,    487.71,    433.47,    886.31,    605.67,    673.24,    482.51
198506,    169.34,    602.25,    601.89,    116.86,    462.49,    459.88,    781.46,    587.50,     62.50,    226.56,    361.92,    581.24,    519.44,    408.08,    947.53,    635.90,    715.68,    512.65
198507,    171.83,    571.19,    637.61,    109.93,    424.70,    661.92,    695.50,    583.91,     62.39,    227.42,    491.54,    364.47,    616.64,    706.26,    620.60,    765.22,    637.29,    551.34
198508,    174.30,    567.19,    637.80,    112.66,    423.63,    658.08,    688.03,    586.08,     64.52,    230.45,    488.18,    365.47,    604.81,    710.07,    610.61,    760.31,    631.34,    558.48
198509,    171.59,    562.42,    626.07,    109.15,    422.75,    651.05,    675.06,    577.46,     63.57,    220.72,    484.89,    366.77,    601.54,    699.06,    604.69,    740.96,    620.77,    551.25
198510,    164.02,    540.19,    606.63,    104.00,    404.10,    625.28,    653.66,    558.39,     60.00,    210.92,    463.01,    351.06,    571.94,    676.38,    582.44,    720.11,    600.66,    532.65
198511,    172.94,    559.78,    637.76,    109.45,    422.02,    648.83,    684.09,    585.58,     63.87,    218.41,    487.81,    362.84,    597.52,    698.26,    602.62,    761.05,    625.89,    560.99
198512,    187.06,    596.80,    682.24,    118.83,    446.63,    695.32,    726.52,    630.80,     69.96,    233.75,    522.24,    378.67,    637.77,    750.25,    644.49,    803.96,    667.87,    608.41
198601,    196.80,    620.58,    717.13,    124.77,    464.31,    725.07,    751.73,    670.45,     72.78,    244.53,    547.42,    390.30,    672.32,    775.39,    671.44,    827.51,    700.21,    652.46
198602,    206.02,    620.53,    720.43,    131.85,    475.36,    720.40,    747.45,    679.56,     77.18,    256.57,    564.87,    395.46,    669.26,    769.33,    674.03,    816.73,    706.46,    663.40
198603,    223.73,    664.96,    779.07,    142.01,    509.83,    772.68,    807.37,    735.60,     81.94,    277.61,    614.18,    416.72,    719.59,    823.64,    729.06,    881.49,    778.31,    709.85
198604,    234.01,    698.24,    827.26,    150.56,    527.65,    809.27,    860.54,    777.39,     88.26,    289.37,    629.97,    436.41,    750.59,    865.75,    771.69,    944.89,    818.47,    752.70
198605,    226.62,    696.78,    832.97,    144.66,    515.31,    810.18,    862.12,    783.36,     86.18,    272.59,    609.69,    430.43,    756.55,    861.46,    769.62,    950.47,    819.29,    761.70
198606,    236.60,    733.28,    876.96,    150.74,    538.79,    851.11,    912.96,    821.04,     89.13,    284.91,    634.56,    452.43,    795.71,    904.08,    812.91,   1008.81,    858.22,    798.89
198607,    200.64,    707.18,    894.57,    155.25,    473.96,    682.29,   1053.69,    789.58,     77.93,    351.52,    408.03,    555.49,    492.19,    891.02,    916.66,   1173.07,   1041.75,    598.46
198608,    189.89,    675.09,    835.13,    144.98,    453.35,    652.75,   1005.50,    728.92,     70.31,    332.90,    395.61,    524.23,    469.10,    855.14,    878.22,   1116.67,    961.01,    551.71
198609,    203.26,    720.32,    887.31,    156.03,    483.65,    695.55,   1076.89,    768.14,     74.86,    358.26,    417.39,    564.81,    493.64,    918.08,    933.63,   1201.97,   1016.17,    580.88
198610,    188.37,    658.55,    816.14,    144.56,    444.94,    637.08,    984.06,    707.63,     69.81,    328.90,    384.44,    519.59,    463.34,    828.07,    847.23,   1103.42,    946.38,    527.12
198611,    200.91,    701.75,    851.89,    152.93,    473.02,    679.52,   1038.10,    737.79,     73.81,    345.03,    412.19,    548.17,    503.62,    871.19,    906.19,   1153.12,    969.83,    562.23
